plant_id,plant_name,month,net_gen_mwh,year,county,state,hours_in_month,plant_capacity_mw,max_gen_plant_mwh,cf_plant,max_gen_portfolio_mwh,cf_portfolio
58720,Pattern Panhandle Wind 2 LLC,8,42793.3,2022,Carson,TX,744,181.7,135184.8,0.3165540800445021,297600,0.14379469086021507
58242,Pattern Panhandle Wind LLC,9,47692.0,2022,Carson,TX,720,218.0,156960.0,0.3038481141692151,288000,0.16559722222222223
58720,Pattern Panhandle Wind 2 LLC,9,39486.62,2022,Carson,TX,720,181.7,130823.99999999999,0.3018300923377974,288000,0.13710631944444446
58242,Pattern Panhandle Wind LLC,10,40036.0,2022,Carson,TX,744,218.0,162192.0,0.24684324750912498,297600,0.1345295698924731
58720,Pattern Panhandle Wind 2 LLC,10,51488.215,2022,Carson,TX,744,181.7,135184.8,0.3808728126239045,297600,0.1730114751344086
58242,Pattern Panhandle Wind LLC,11,64183.0,2022,Carson,TX,720,218.0,156960.0,0.4089130988786952,288000,0.22285763888888888
58720,Pattern Panhandle Wind 2 LLC,11,62427.502,2022,Carson,TX,720,181.7,130823.99999999999,0.47718692288876663,288000,0.21676215972222224
58242,Pattern Panhandle Wind LLC,12,53254.0,2022,Carson,TX,744,218.0,162192.0,0.3283392522442537,297600,0.1789448924731183
58720,Pattern Panhandle Wind 2 LLC,12,58642.712,2022,Carson,TX,744,181.7,135184.8,0.4337966398589191,297600,0.19705212365591399
58242,Pattern Panhandle Wind LLC,1,59567.0,2023,Carson,TX,744,218.0,162192.0,0.36726225707803095,297600,0.2001579301075269
58720,Pattern Panhandle Wind 2 LLC,1,62150.0,2023,Carson,TX,744,181.7,135184.8,0.4597410359744587,297600,0.20883736559139784
